lat,lon,lat_sin,lat_cos,lon_sin,lon_cos,elevation,coastal_distance,coastal_distance_log,baseline_temp,baseline_humidity,baseline_solar_radiation,baseline_wind_speed,zone_tropical,zone_subtropical,zone_temperate,zone_cold,year,year_norm,year_sin,year_cos,intervention_green_roof,intervention_solar_panels,intervention_flood_walls,intervention_permeable,n_interventions,building_age,building_area,building_area_log,building_type,solar_x_green,solar_x_solar_panel,coast_x_flood_wall,city
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,0,1,0,2,62.711856728513084,457.4146884378364,6.127774207727126,0,0.72,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,0,0,1,1,57.78874804771603,398.20720316686385,5.9894805882796875,0,0.0,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,1,1,1,3,24.12096713183012,225.9427817440454,5.424697922906673,0,0.0,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,1,0,1,2,55.97657070485997,167.64312197265284,5.127784777827827,4,0.0,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,1,0,0,1,72.20819172350733,566.9709894668943,6.342070342534557,0,0.0,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,1,1,1,3,60.68156238681681,144.09996944082013,4.977422949282402,4,0.0,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,0,0,1,1,3.3291339089513983,952.5928430227503,6.86023679106349,3,0.0,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,1,0,0,2,74.00960947014377,165.70186784914867,5.116206994547896,0,0.72,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,1,1,1,3,6.6183999937950855,1802.1413787951128,7.497285633215757,2,0.0,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,1,0,0,2,26.525519787404175,161.52222346986107,5.090814752233551,1,0.72,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,0,1,0,1,8.686059290835484,150.45922103969104,5.020316420662357,1,0.0,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,1,0,0,1,2,18.417119271590465,93.21263095412027,4.545554259155304,4,0.72,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,0,1,0,1,2,23.273427051209488,209.21493116843249,5.348130489071555,1,0.0,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,0,1,0,0,1,79.39004512446697,290.78609196844815,5.6760209720619175,2,0.0,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,1,0,1,2,52.932901053420885,739.7325559978633,6.607639637067869,0,0.0,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,1,1,1,4,9.820634592918882,1371.507420391407,7.224394579847328,1,0.72,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,0,1,0,0,1,77.74611408487739,243.4418568922307,5.4989774765132875,4,0.0,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,0,0,0,0,9.74660037028249,233.0566595574252,5.455563220908579,3,0.0,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,1,0,1,1,3,10.48462012458506,150.78131870998513,5.02244079223678,0,0.72,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,0,0,0,1,73.98467434496217,195.6135801028715,5.281240280113228,1,0.72,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,1,1,0,2,47.683404258749825,104.24632929309199,4.656303595879171,0,0.0,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,1,0,1,0,2,66.35428919061891,127.21181857714808,4.853683728826762,0,0.72,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,1,0,1,2,52.15448204639793,42.193729022763215,3.765695323203002,4,0.0,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,1,0,1,3,8.422246388329997,75.82540320809309,4.3415353563996915,4,0.72,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,0,0,1,0,1,13.242537818822253,167.9798327041684,5.129779374690882,4,0.0,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,0,0,1,1,2,4.270554610174031,392.1084746456732,5.974085590693712,0,0.0,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,1,1,0,3,3.4780049610233554,222.00799652057455,5.407207629653863,3,0.72,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,0,0,0,0,41.90023589741098,80.4461911509819,4.399942570921872,1,0.0,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,1,0,1,3,78.36565444692741,152.6999969956984,5.0350026309980205,4,0.72,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,1,1,0,1,3,41.13782961523316,1065.8117272009779,6.972429785124245,2,0.72,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,0,1,0,1,33.3511494875908,1376.570051291391,7.228076393666097,2,0.0,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,0,1,0,1,23.750117965702824,897.8873317728813,6.801157700447319,3,0.0,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,1,1,0,1,3,64.35134623576619,181.89489976671027,5.208911669642845,2,0.72,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,0,0,1,2,68.85752546607152,262.53844310427854,5.574199251473788,3,0.72,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,1,1,1,0,3,76.71041967272643,145.72483587033275,4.988558967822765,3,0.72,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,0,0,1,1,47.20607162866473,125.06826679727774,4.8368235602092575,1,0.0,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,0,0,0,1,63.93957732096533,1231.772763230107,7.11702119034045,3,0.72,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,0,1,1,3,52.62906280324223,570.5404022673542,6.348335175867061,0,0.72,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,1,0,0,2,29.135361421764323,211.1294219816722,5.357196569449887,3,0.72,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2050,0.3333333333333333,0.8660254037844387,-0.49999999999999983,1,0,1,1,3,58.374856694190235,116.32776548022574,4.764971432510514,1,0.72,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,1,1,1,4,76.0955728003073,425.8624902516698,6.056461924482277,0,0.72,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,0,0,0,0,0.984214871088227,906.4634276921518,6.810653265263192,3,0.0,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,1,0,0,1,62.50352283452127,59.57488639790076,4.103880391305053,2,0.0,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,0,0,0,0,0,79.92837843793909,126.16934858245102,4.845519651604273,0,0.0,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,0,1,1,2,62.14143525537749,555.8666767161171,6.322325851700118,2,0.0,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,0,1,0,1,48.474014211818215,66.9219939650845,4.218359899126415,0,0.0,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,1,1,1,0,3,55.84966271829097,923.052518131015,6.828768907830606,0,0.72,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,0,1,1,1,3,58.76968735481292,100.67184283407029,4.621750399765276,0,0.0,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,0,0,0,0,3.3880441264133676,214.62951363152166,5.373561720350405,0,0.0,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,1,1,0,2,36.684851396679186,375.3618299707211,5.930550994414769,4,0.0,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,1,0,0,1,55.98207556712529,175.6532406302766,5.174188718557786,2,0.0,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,1,1,1,0,3,9.53740209581957,262.27173824123923,5.573186724019804,2,0.72,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,1,0,1,0,2,32.702648754295765,49.92053827178454,3.9302663445639023,4,0.72,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,1,1,1,3,18.04742945633688,93.49508645761985,4.54854783799044,2,0.0,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,1,0,1,2,43.93155068797435,78.10560129948557,4.37078368515506,1,0.0,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,0,0,0,1,73.68457578361533,231.18466473726943,5.447533023746354,4,0.72,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2060,0.4666666666666667,0.20791169081775931,-0.9781476007338057,0,1,1,1,3,5.764731765835496,724.3589120648071,6.586666583481166,0,0.0,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,1,0,1,1,3,59.41540533800685,174.93117867866883,5.170092888331057,1,0.72,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,1,0,0,1,2,29.193548886260203,142.0962282846851,4.963517329015084,3,0.72,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,0,1,0,1,31.027335613091978,270.2851392424489,5.603170442058645,3,0.0,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,0,1,0,1,79.13064021468844,92.74469289120258,4.540575054087656,2,0.0,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,1,0,1,3,6.403942691694802,279.0764662372937,5.635062659590572,1,0.72,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,1,1,1,0,3,18.6281827954965,462.8814170737846,6.139628952912207,4,0.72,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2030,0.06666666666666667,0.40673664307580015,0.9135454576426009,0,1,0,0,1,67.4870707810033,313.4581634065723,5.750851041557518,1,0.0,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,0,1,0,1,2,27.076518663786082,359.6164107415351,5.887814819277602,3,0.0,0.72,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2070,0.6,-0.587785252292473,-0.8090169943749475,0,1,1,0,2,46.96991524295845,87.15928697709153,4.479145257543989,4,0.0,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2080,0.7333333333333333,-0.9945218953682733,-0.10452846326765423,1,0,1,0,2,27.1084508487684,512.5573833725949,6.241361772633563,1,0.72,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2040,0.2,0.9510565162951535,0.30901699437494745,0,0,1,0,1,0.5851565034412509,317.99504855410584,5.765175580890418,2,0.0,0.0,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2100,1.0,-2.4492935982947064e-16,1.0,0,1,1,1,3,72.26622975712425,21.978793006378996,3.1345717473849275,4,0.0,0.72,0.6666666666666666,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,0,0,0,1,35.20709596218949,105.90437834676565,4.671934774598869,3,0.72,0.0,0.0,san_francisco
37.77,-122.42,0.6124932454588955,0.790475821431136,-0.8441408352305594,-0.5361214883739073,52,0.5,0.4054651081081644,14.5,75,180,7.0,0,0,1,0,2090,0.8666666666666667,-0.743144825477394,0.6691306063588585,1,0,1,1,3,27.719428905043905,46.910468139759864,3.8693340220800176,4,0.72,0.0,0.6666666666666666,san_francisco
